Date,price,high,low,open,volume,name
2010-04-06,228.2880096435547,230.27983623635902,227.67825628724023,229.2635987325838,12481837,RELIANCE.NS
2010-04-07,229.60910034179688,233.67407731646682,228.2676755779852,228.6538355013958,20218574,RELIANCE.NS
2010-04-08,224.9039306640625,230.99120705642716,223.87753107247775,230.2798326742515,14723428,RELIANCE.NS
2010-04-09,228.5928955078125,229.87337497001678,225.23930598452034,225.23930598452034,16826518,RELIANCE.NS
2010-04-12,229.13150024414062,232.71884530466056,228.17623526898464,232.71884530466056,12699784,RELIANCE.NS
2010-04-13,227.82057189941406,230.4831250101333,225.8694068935762,229.26364518553908,13971281,RELIANCE.NS
2010-04-15,221.6824493408203,230.66599309583495,220.9405886464889,228.65384232253044,24286918,RELIANCE.NS
2010-04-16,220.37152099609375,222.5564413324608,217.70898174143855,220.74753243550057,18193722,RELIANCE.NS
2010-04-19,215.80857849121094,219.46703053584025,213.61349641038478,219.46703053584025,16389189,RELIANCE.NS
2010-04-20,216.09315490722656,219.45690654976548,214.29440809764276,217.44475554059994,16748550,RELIANCE.NS
2010-04-21,214.2436065673828,218.22727390153412,213.03428891719597,217.47525098393282,19187549,RELIANCE.NS
2010-04-22,218.6439208984375,222.33285983021955,213.42044990636225,213.5119088474906,25598349,RELIANCE.NS
2010-04-23,221.1743621826172,222.7596912656345,219.5077226920197,219.5077226920197,23235165,RELIANCE.NS
2010-04-26,217.72930908203125,223.12553596902222,216.15412856923925,219.50771812307167,16652152,RELIANCE.NS
2010-04-27,215.69680786132812,217.06873263171855,214.42651770055218,216.05249507607283,13970196,RELIANCE.NS
2010-04-28,206.75392150878906,214.21310985390085,205.68685981519405,214.21310985390085,40110291,RELIANCE.NS
2010-04-29,210.37171936035156,211.35747061905894,207.14007519876242,208.12582645746983,23447044,RELIANCE.NS
2010-04-30,210.0770263671875,212.8411866984806,209.34532768967017,211.37780291100904,15821019,RELIANCE.NS
2010-05-03,208.0750274658203,209.8737743086741,206.92668247360976,208.5323357552312,12535244,RELIANCE.NS
2010-05-04,207.54660034179688,211.1745806202295,205.9917574657105,208.1665023575769,17348783,RELIANCE.NS
2010-05-05,207.44493103027344,208.03434659182219,203.91858619676424,205.2803351800648,14976570,RELIANCE.NS
2010-05-06,204.8433837890625,207.98355541998765,204.06087462362242,207.2721945521387,23863448,RELIANCE.NS
2010-05-07,209.91444396972656,215.44279242179311,198.36996597959725,198.36996597959725,72063684,RELIANCE.NS
2010-05-10,221.00863647460938,221.54098854577592,212.94142985537545,215.19369913179267,38050844,RELIANCE.NS
2010-05-11,218.63352966308594,222.97425831057194,217.72238463473963,222.97425831057194,26325489,RELIANCE.NS
2010-05-12,221.73553466796875,223.06640815712126,217.86573420188253,220.32274928606998,15294301,RELIANCE.NS
2010-05-13,219.4525604248047,223.8751877196961,217.4459991800054,217.4459991800054,11947698,RELIANCE.NS
2010-05-14,213.6887969970703,219.28875201025858,211.91769325284824,218.61306433460118,18161695,RELIANCE.NS
2010-05-17,208.1400604248047,211.8563022094023,206.59419022372867,211.8563022094023,20611809,RELIANCE.NS
2010-05-18,208.9692840576172,211.6003329226411,206.34845880297385,208.84643671791062,15445191,RELIANCE.NS
2010-05-19,204.4749755859375,208.3857248554329,203.748101562252,208.23215202810488,26097480,RELIANCE.NS
2010-05-20,204.74119567871094,207.41320772391043,203.4717319750557,204.9561922232312,18577281,RELIANCE.NS
2010-05-21,203.8402862548828,204.7207196504625,199.857875083176,202.68344630567032,19167407,RELIANCE.NS
2010-05-24,209.38902282714844,214.77398147973042,208.11955933312416,208.43692862361226,24726303,RELIANCE.NS
2010-05-25,201.8131866455078,209.87015563785428,201.2194109382158,209.87015563785428,25245934,RELIANCE.NS
2010-05-26,206.39962768554688,206.79888147928548,202.90860696611472,203.70714188944442,13726569,RELIANCE.NS
2010-05-27,209.30711364746094,210.42300424294828,205.07899498264422,207.0036578452797,27405100,RELIANCE.NS
2010-05-28,212.25552368164062,212.73668937933317,207.7202731898997,210.8836875291664,17535288,RELIANCE.NS
2010-05-31,214.08807373046875,214.68184954078697,210.63800159419054,210.92465905499674,16548811,RELIANCE.NS
2010-06-01,206.91152954101562,213.965205411444,205.59087967945624,213.61713796055736,19466130,RELIANCE.NS
2010-06-02,207.01388549804688,209.05115831968635,205.43730381542443,207.82265772759217,19728249,RELIANCE.NS
2010-06-03,211.0577392578125,212.53194830841485,208.82595795966722,208.82595795966722,17106958,RELIANCE.NS
2010-06-04,211.1396484375,212.1224544586062,209.34807012080068,211.09868565768667,14088022,RELIANCE.NS
2010-06-07,206.3382110595703,207.8226710107822,204.7513919983894,207.8226710107822,13503377,RELIANCE.NS
2010-06-08,204.01429748535156,207.35174577190014,203.7481145907753,206.73748175916342,15226706,RELIANCE.NS
2010-06-09,206.1948699951172,207.8226516840064,204.75137295723175,204.79232206458227,15242486,RELIANCE.NS
2010-06-10,207.89434814453125,208.3243275131083,206.21537978457053,206.79891833195057,13962908,RELIANCE.NS
2010-06-11,214.25186157226562,215.16300664172022,209.05117404901156,209.87018361731572,23307069,RELIANCE.NS
2010-06-14,217.75308227539062,219.08396926011878,214.80466455619143,215.9922296660481,15892958,RELIANCE.NS
2010-06-15,218.28546142578125,219.0635218932107,215.0094504431671,218.10119042093487,18992836,RELIANCE.NS
2010-06-16,216.61672973632812,219.62657129013508,216.03319125841486,219.08398192169454,11833071,RELIANCE.NS
2010-06-17,219.3706512451172,220.5172537083495,216.68840242172266,217.71215754987892,21047804,RELIANCE.NS
2010-06-18,215.87962341308594,223.13807192150352,215.10157664721774,221.1724462818056,38277934,RELIANCE.NS
2010-06-21,218.1933135986328,219.43206517613478,217.2412194581834,217.2412194581834,11792906,RELIANCE.NS
2010-06-22,217.81454467773438,220.06681430880406,216.41199650610562,217.65074822017613,12908863,RELIANCE.NS
2010-06-23,216.77027893066406,218.57209433633187,215.80794756644508,216.97503813654072,11659191,RELIANCE.NS
2010-06-24,215.40869140625,218.22402470840032,214.4361227140837,216.83171397347746,18805263,RELIANCE.NS
2010-06-25,217.64048767089844,218.67448003453526,213.55570460386508,214.98896445803817,20325423,RELIANCE.NS
2010-06-28,223.20974731445312,223.58852661033973,218.09095783363946,219.9030107586479,31472648,RELIANCE.NS
2010-06-29,218.56185913085938,223.3837532745514,217.89642245828796,223.3837532745514,14213976,RELIANCE.NS
2010-06-30,223.1483154296875,223.98778588462167,216.52460528366043,217.03648284610432,26637611,RELIANCE.NS
2010-07-01,220.3636932373047,222.43167803724282,218.36736938240412,221.95051230977708,13310905,RELIANCE.NS
2010-07-02,218.8690185546875,221.9402840457428,218.1216699045161,220.31251579571057,10948784,RELIANCE.NS
2010-07-05,218.73593139648438,219.72897477585187,217.58932883513089,219.08401254358165,6399512,RELIANCE.NS
2010-07-06,219.88253784179688,221.52054338054933,218.16262040836773,218.16262040836773,9255011,RELIANCE.NS
2010-07-07,215.7158203125,220.06678617144274,215.19370550286104,219.9029897348272,13738578,RELIANCE.NS
2010-07-08,216.4427032470703,218.9918537364863,216.06391030387454,217.03647902217514,11977911,RELIANCE.NS
2010-07-09,216.55531311035156,218.26497949018423,215.71582900302283,217.84525110444739,12974909,RELIANCE.NS
2010-07-12,216.2686767578125,218.66426831308397,215.40871801121682,217.0364999961148,12563614,RELIANCE.NS
2010-07-13,219.9644012451172,220.6707870069195,216.47339420714454,216.47339420714454,15043285,RELIANCE.NS
2010-07-14,219.17611694335938,224.09016041664103,218.52091752528779,221.13149158815523,15970199,RELIANCE.NS
2010-07-15,219.79039001464844,221.315785406104,218.69496028951676,219.48325801363237,13877250,RELIANCE.NS
2010-07-16,217.64048767089844,219.90299433865246,217.03647463030626,219.29898129806028,8779539,RELIANCE.NS
2010-07-19,216.22772216796875,218.24452069237182,215.76703097023815,216.64746425193914,9808534,RELIANCE.NS
2010-07-20,215.59298706054688,218.2445103910067,214.80468932201478,216.4222339109063,6845092,RELIANCE.NS
2010-07-21,216.7088623046875,217.65071914568867,216.14579838911817,216.81123507698615,9824712,RELIANCE.NS
2010-07-22,216.83172607421875,217.21051902837516,214.49757201709903,216.70887873814465,15879834,RELIANCE.NS
2010-07-23,217.12863159179688,219.26827747310202,216.38128292436016,217.84526842368925,13790021,RELIANCE.NS
2010-07-26,215.62368774414062,218.55163109595384,215.0401492628489,217.75309612075853,9113728,RELIANCE.NS
2010-07-27,215.70558166503906,217.27192608400648,215.21417869038694,216.80099766380124,12133425,RELIANCE.NS
2010-07-28,209.1023712158203,219.8313533762148,208.436934449731,217.65074473029148,52927114,RELIANCE.NS
2010-07-29,206.82960510253906,210.58678131581098,206.38938853781477,210.58678131581098,46281590,RELIANCE.NS
2010-07-30,206.7272186279297,208.91806417445767,206.2358156799518,207.812410958489,19242072,RELIANCE.NS
2010-08-02,207.7305145263672,209.2149744252956,207.0855523804066,208.02740923973832,12676917,RELIANCE.NS
2010-08-03,210.4332275390625,211.07818965365004,207.6178943754434,208.67236123520254,20104173,RELIANCE.NS
2010-08-04,208.03762817382812,211.09865586279201,207.32100514905076,210.48440560327916,18318233,RELIANCE.NS
2010-08-05,206.1948699951172,209.60397885753375,205.78536525368548,208.83616942678486,18308022,RELIANCE.NS
2010-08-06,204.77188110351562,206.81939147863974,204.44428819097007,206.57369679423056,19955917,RELIANCE.NS
2010-08-09,203.4409637451172,205.97989044867973,203.11337088111677,204.75137620489852,22253619,RELIANCE.NS
2010-08-10,202.27392578125,205.2428186905049,201.94631918623892,202.9086507454004,19989721,RELIANCE.NS
2010-08-11,201.32177734375,203.70713104203014,200.67681527412873,202.66290153200504,21917268,RELIANCE.NS
2010-08-12,199.14122009277344,201.32182882431525,198.60886792541424,200.6563920320985,24910354,RELIANCE.NS
2010-08-13,200.47207641601562,203.48193160470154,198.71122372424176,198.71122372424176,30512197,RELIANCE.NS
2010-08-16,200.02163696289062,203.09291603643518,199.6326203991377,200.65637553434325,14028775,RELIANCE.NS
2010-08-17,198.74195861816406,201.6699022606375,198.60886033046725,200.65638435885273,14788743,RELIANCE.NS
2010-08-18,197.50318908691406,200.04210225131808,196.2234883932292,199.22310638185286,24859327,RELIANCE.NS
2010-08-19,200.0830535888672,201.65964901608865,197.31892028826786,197.31892028826786,20662946,RELIANCE.NS
2010-08-20,202.42747497558594,203.40004376572034,199.12073835554327,200.08306986721158,20996195,RELIANCE.NS
2010-08-23,200.02163696289062,203.1236278704157,199.75546773505968,203.1236278704157,13543428,RELIANCE.NS
2010-08-24,199.10025024414062,200.86111669214267,198.0560205758334,200.0216325792182,19276160,RELIANCE.NS
2010-08-25,198.15838623046875,200.21614732773455,197.68745780208894,198.60884010404627,18620473,RELIANCE.NS
2010-08-26,195.83448791503906,199.223122727419,195.54783045305425,198.60885869001274,27834839,RELIANCE.NS
2010-08-27,194.43194580078125,196.7456254533569,193.80744446566487,196.33613430630194,24315870,RELIANCE.NS
2010-08-30,194.0940704345703,197.54412846405663,193.4900574227683,194.943791762655,11908601,RELIANCE.NS
2010-08-31,188.20745849609375,194.5035610869714,187.3474999533174,193.41838246619085,46605039,RELIANCE.NS
2010-09-01,191.68826293945312,193.2443702195015,188.5760347114283,189.4052815760831,27886811,RELIANCE.NS
2010-09-02,191.94419860839844,193.82791249310552,191.6473175367853,193.49008230816645,17699285,RELIANCE.NS
2010-09-03,189.53834533691406,192.7938951005972,189.2312270267068,192.46630223637612,14440305,RELIANCE.NS
2010-09-06,195.05638122558594,196.09037343082085,188.8421770503168,190.6132804586861,33928353,RELIANCE.NS
2010-09-07,197.03225708007812,198.54741512922897,195.12806882432423,195.53757358559443,28379708,RELIANCE.NS
2010-09-08,196.47947692871094,197.52370679968425,194.92336940200693,195.5580944148097,11632859,RELIANCE.NS
2010-09-09,196.2644500732422,198.03555386920908,195.57853876759705,197.16535788848796,10114309,RELIANCE.NS
2010-09-13,203.21575927734375,203.83000961250372,197.65675342375962,199.01835237324084,27474309,RELIANCE.NS
2010-09-14,202.3251190185547,205.36567298343743,201.54707212249315,203.83004008201976,19472955,RELIANCE.NS
2010-09-15,207.59747314453125,208.58027931821357,202.49915757609804,202.49915757609804,33554695,RELIANCE.NS
2010-09-16,204.82305908203125,207.8943381864788,204.17809689402347,207.22888777434994,18540979,RELIANCE.NS
2010-09-17,210.35133361816406,211.18058040236838,205.77513405725693,205.77513405725693,31955142,RELIANCE.NS
2010-09-20,213.22808837890625,213.75020317578088,209.0716308900588,210.68917533380036,30419766,RELIANCE.NS
2010-09-21,211.9484100341797,214.68184529839027,209.88042518328493,213.35095813968664,21351925,RELIANCE.NS
2010-09-22,208.85665893554688,213.6990279057469,207.82266656505456,211.71294138532767,25872625,RELIANCE.NS
2010-09-23,204.27023315429688,209.6654290783676,203.93238930793152,208.85667043781697,23030491,RELIANCE.NS
2010-09-24,205.08924865722656,206.59416959019006,203.13387380542414,204.75140480111526,22669074,RELIANCE.NS
2010-09-27,206.83985900878906,208.82594551409827,205.79561570074333,206.3894051311793,16465376,RELIANCE.NS
2010-09-28,204.44427490234375,207.20840826192457,203.31813333488046,206.45083603297564,19682506,RELIANCE.NS
2010-09-29,204.54664611816406,206.59415634455993,203.7276365604347,204.7513916736326,17790040,RELIANCE.NS
2010-09-30,202.1408233642578,205.1609024025728,200.26734680567563,205.1609024025728,28981699,RELIANCE.NS
2010-10-01,206.3689422607422,206.79890793978367,202.70388736739304,203.1133921582177,19104034,RELIANCE.NS
2010-10-04,208.4062042236328,210.03397235466164,207.8124284589739,207.8124284589739,21163057,RELIANCE.NS
2010-10-05,209.63467407226562,211.26245563213578,206.59412108492643,208.02738073237313,22938984,RELIANCE.NS
2010-10-06,213.95497131347656,214.37471338430046,210.26945551499233,210.89394314820444,28137687,RELIANCE.NS
2010-10-07,212.76742553710938,216.16629764124363,211.4058265061901,213.95497716730867,31547758,RELIANCE.NS
2010-10-08,214.91729736328125,215.97177798672627,211.00654787703593,214.31328430156665,20865341,RELIANCE.NS
2010-10-11,218.92019653320312,219.54468415210843,215.62369737877833,216.21747316402897,25796876,RELIANCE.NS
2010-10-12,216.13558959960938,218.96116049503678,214.2006892764285,218.6745030268909,13979878,RELIANCE.NS
2010-10-13,219.70848083496094,219.9030027829109,215.95130417166897,216.23794795275435,23967306,RELIANCE.NS
2010-10-14,216.83172607421875,221.43863785627696,215.84892004977007,220.1077507116904,24414709,RELIANCE.NS
2010-10-15,213.01309204101562,218.67447026218701,212.0405233858587,217.03646493115886,11601973,RELIANCE.NS
2010-10-18,214.4668426513672,218.04999923239868,211.5593737424261,213.40213842205054,22209315,RELIANCE.NS
2010-10-19,213.8423614501953,218.8178289679986,212.78789446707324,218.0602430506116,18579617,RELIANCE.NS
2010-10-20,214.87632751464844,217.93736897510644,212.53192277114061,212.818580191506,18232837,RELIANCE.NS
2010-10-21,221.46932983398438,222.73879319671744,214.82514565268423,215.39844683755743,37273145,RELIANCE.NS
2010-10-22,221.5000762939453,223.95709151890088,219.97468076552795,222.2474249740852,19627279,RELIANCE.NS
2010-10-25,223.25070190429688,225.6155815816778,222.3600313373436,222.76953614600603,18019151,RELIANCE.NS
2010-10-26,224.99107360839844,225.42105296139297,222.58524488802908,223.36330536829124,15444185,RELIANCE.NS
2010-10-27,223.74209594726562,227.27405256961987,221.7969584352549,224.81703748433935,21946562,RELIANCE.NS
2010-10-28,221.54103088378906,225.4108316672221,220.02587259661541,225.10371329896816,36188021,RELIANCE.NS
2010-10-29,224.4586944580078,226.70072645707847,221.2338702005721,222.70807909000953,29722655,RELIANCE.NS
2010-11-01,223.83424377441406,230.32485613458118,223.0254714235875,229.52632106242513,30509287,RELIANCE.NS
2010-11-02,220.07701110839844,224.28465484936825,219.1453915915322,224.28465484936825,20360675,RELIANCE.NS
2010-11-03,218.1216583251953,222.13478054066672,217.5790689373221,221.54100476411938,19939993,RELIANCE.NS
2010-11-04,226.26051330566406,226.65978078200334,220.10773206220784,220.70150780418402,24311819,RELIANCE.NS
2010-11-08,227.65281677246094,229.1167883606068,225.33912387292082,228.0725587897512,22364112,RELIANCE.NS
2010-11-09,226.97718811035156,229.4239524286044,224.6634947492951,227.73476041360993,15410057,RELIANCE.NS
2010-11-10,225.677001953125,228.6868438010829,225.0627515830767,226.59838434216164,11899060,RELIANCE.NS
2010-11-11,221.1110076904297,227.64258171217054,220.31248642325542,226.45501658643292,12690058,RELIANCE.NS
2010-11-12,217.41526794433594,222.6466671045715,216.4222246889815,221.16220719237285,19131902,RELIANCE.NS
2010-11-15,215.95132446289062,218.6540344210008,212.57292676430615,218.49023795927565,16084932,RELIANCE.NS
2010-11-16,210.99630737304688,216.83171967960917,210.18754876648228,216.83171967960917,19833309,RELIANCE.NS
2010-11-18,211.49790954589844,214.94796718618093,207.6178726515725,214.94796718618093,22776798,RELIANCE.NS
2010-11-19,203.9835662841797,212.12243383487777,202.11008992585934,212.12243383487777,24826481,RELIANCE.NS
2010-11-22,207.2595672607422,208.11952582248716,204.17806502706958,205.46800286968704,18956753,RELIANCE.NS
2010-11-23,203.85049438476562,205.77515737693204,199.63262638162257,205.70349642883005,33113827,RELIANCE.NS
2010-11-24,203.94265747070312,208.3959968464952,201.89513333131947,204.5466705995549,19703855,RELIANCE.NS
2010-11-25,200.55397033691406,205.36562722330052,199.22309698632543,205.160881682572,29112802,RELIANCE.NS
2010-11-26,197.04251098632812,202.7857880702802,196.2132641164719,201.68013468909066,30639363,RELIANCE.NS
2010-11-29,204.42381286621094,205.25305981427886,197.0527668498558,198.50650149480066,23409097,RELIANCE.NS
2010-11-30,201.802978515625,206.53273763985663,200.8815961580252,204.71044748069576,30483669,RELIANCE.NS
2010-12-01,202.4581756591797,204.219042130067,201.2808613645726,201.68012887068565,18726828,RELIANCE.NS
2010-12-02,207.0343780517578,207.50530650885239,203.7378788520958,204.54665115195525,24834141,RELIANCE.NS
2010-12-03,205.95945739746094,209.66544809374372,204.34191263380205,207.61793760944215,19641270,RELIANCE.NS
2010-12-06,208.87713623046875,210.89393461005375,207.4131645148785,207.9967030119881,17790259,RELIANCE.NS
2010-12-07,211.0474853515625,212.88001265931214,208.8464160611452,208.8464160611452,22397973,RELIANCE.NS
2010-12-08,208.95901489257812,210.43322374788056,207.03435219249502,209.84968530539285,16997335,RELIANCE.NS
2010-12-09,201.57774353027344,211.6822232165514,200.40041564110416,209.7780349736936,31716183,RELIANCE.NS
2010-12-10,209.64495849609375,210.89394745595808,200.52328381474499,202.04869295740767,26529301,RELIANCE.NS
2010-12-13,213.2997589111328,214.169954834369,206.79889634853495,209.67565333320744,16834458,RELIANCE.NS
2010-12-14,216.06390380859375,217.03647249765714,213.35094328944763,213.55570250541876,20081132,RELIANCE.NS
2010-12-15,215.78749084472656,217.85548928854976,212.1224497370635,215.80796540021356,21436026,RELIANCE.NS
2010-12-16,216.39149475097656,217.03647055740356,212.95167389909818,216.56554213318518,15530788,RELIANCE.NS
2010-12-20,216.3710479736328,218.67450400388444,213.88332092813255,213.96521915713194,15858100,RELIANCE.NS
2010-12-21,219.7289581298828,220.08727652863408,216.67816727130514,217.01601111400936,16089753,RELIANCE.NS
2010-12-22,216.22772216796875,220.10776004017424,214.65114028441613,219.6573061208837,15132141,RELIANCE.NS
2010-12-23,216.91368103027344,217.9988600502255,215.09139051168145,216.58607440110785,14589936,RELIANCE.NS
2010-12-24,216.9750518798828,217.95785786014838,214.98896536425974,215.6032156849439,9452996,RELIANCE.NS
2010-12-27,216.06390380859375,218.83828799215308,215.224419725759,216.68839139805516,5782048,RELIANCE.NS
2010-12-28,214.55899047851562,216.97505636898293,213.40213708810694,216.27889414560065,8857349,RELIANCE.NS
2010-12-29,214.70230102539062,216.01271351294253,214.23137260548344,214.64087736208884,11184510,RELIANCE.NS
2010-12-30,215.23464965820312,216.16626920586586,214.22113189411758,215.4803579753982,14561753,RELIANCE.NS
2010-12-31,216.77027893066406,218.36734879838164,215.64415113608487,216.6371943309964,9973432,RELIANCE.NS
2011-01-03,216.13558959960938,218.3673846695153,215.52133921692953,218.06025264421106,10411256,RELIANCE.NS
2011-01-04,220.53773498535156,221.11103623443978,216.48366346086578,217.036490153484,22021878,RELIANCE.NS
2011-01-05,220.27159118652344,223.17906054856513,219.0840257703478,221.13153632549157,25943243,RELIANCE.NS
2011-01-06,222.2781219482422,223.46567353259857,220.01561516964898,220.72200101987463,21763180,RELIANCE.NS
2011-01-07,218.14212036132812,222.7183199254385,216.62696233974756,221.3976701696566,17875107,RELIANCE.NS
2011-01-10,211.600341796875,219.17614675001877,209.09214016636705,218.14215426160095,18478415,RELIANCE.NS
2011-01-11,207.5667266845703,214.72278892281216,204.46474948751074,212.9414479046596,21147094,RELIANCE.NS
2011-01-12,211.0577392578125,212.0507825696503,205.36564861746123,208.97951713121077,23195000,RELIANCE.NS
2011-01-13,207.89434814453125,212.76742943116616,207.0241521287903,210.89395277805502,24336418,RELIANCE.NS
2011-01-14,205.05853271484375,210.8529962051859,204.34189590325545,207.6281578888949,19111808,RELIANCE.NS
2011-01-17,204.3214111328125,206.3894095704724,203.1236223045386,205.36564079539167,14046519,RELIANCE.NS
2011-01-18,203.69691467285156,206.38940060193033,202.70387144198946,205.74442479818453,14871527,RELIANCE.NS
2011-01-19,200.6870880126953,205.77515187107952,199.63262104012355,204.6694985083759,23491557,RELIANCE.NS
2011-01-20,198.57810974121094,200.16494226201914,195.44542114122956,200.16494226201914,41343304,RELIANCE.NS
